customer_number,baskets,total_quantity,average_quantity,total_spend,average_spend
6795,515,617,1.1980582524271845,"£1,143.05",£2.22
11960,250,266,1.0640000000000000,£253.14,£1.01
6797,728,885,1.2156593406593407,"£2,047.21",£2.81
13572,869,1011,1.1634062140391254,"£1,294.00",£1.49
6791,167,203,1.2155688622754491,£261.21,£1.56
15268,80,94,1.1750000000000000,£153.91,£1.92
6012,525,593,1.1295238095238095,£454.92,£0.87
15265,377,473,1.2546419098143236,£612.69,£1.63
11174,670,833,1.2432835820895522,"£1,293.07",£1.93
11710,297,390,1.3131313131313131,£377.66,£1.27
2539,250,293,1.1720000000000000,£267.85,£1.07
15270,468,488,1.0427350427350427,£686.14,£1.47
15763,459,504,1.0980392156862745,£600.02,£1.31
13580,423,487,1.1513002364066194,£614.94,£1.45
10914,530,625,1.1792452830188679,£945.94,£1.78
16184,65,73,1.1230769230769231,£121.59,£1.87
11280,980,1220,1.2448979591836735,"£1,460.16",£1.49
4664,361,478,1.3240997229916898,"£1,051.26",£2.91
11675,1379,2000,1.4503263234227701,"£2,871.29",£2.08
4670,516,631,1.2228682170542636,"£1,085.56",£2.10
13588,268,325,1.2126865671641791,£325.68,£1.22
15274,405,433,1.0691358024691358,"£1,136.63",£2.81
9232,1093,1309,1.1976212259835316,"£1,519.12",£1.39
2559,529,601,1.1361058601134216,£977.11,£1.85
4667,880,926,1.0522727272727273,"£1,664.98",£1.89
4669,787,919,1.1677255400254130,"£1,359.71",£1.73
6021,489,522,1.0674846625766871,"£1,282.75",£2.62
6024,162,226,1.3950617283950617,£252.02,£1.56
2566,214,255,1.1915887850467290,£245.29,£1.15
6798,386,457,1.1839378238341969,£663.14,£1.72
2568,434,491,1.1313364055299539,£512.52,£1.18
2573,403,478,1.1861042183622829,£757.00,£1.88
11334,772,1013,1.3121761658031088,£822.47,£1.07
10891,416,468,1.1250000000000000,£614.56,£1.48
15768,124,149,1.2016129032258065,£275.82,£2.22
2575,758,1165,1.5369393139841689,"£2,098.24",£2.77
4675,2394,2668,1.1144527986633250,"£3,085.67",£1.29
6802,558,661,1.1845878136200717,"£1,210.41",£2.17
8179,1139,1276,1.1202809482001756,"£1,152.87",£1.01
2581,201,280,1.3930348258706468,£388.09,£1.93
6028,263,335,1.2737642585551331,£484.06,£1.84
2588,847,1049,1.2384887839433294,"£1,264.34",£1.49
15276,131,153,1.1679389312977099,£228.55,£1.74
10528,1172,1382,1.1791808873720137,"£1,436.42",£1.23
8171,267,330,1.2359550561797753,£369.31,£1.38
8178,433,534,1.2332563510392610,£882.35,£2.04
9260,744,856,1.1505376344086022,"£2,314.37",£3.11
16193,461,672,1.4577006507592191,£574.98,£1.25
2590,181,236,1.3038674033149171,£248.28,£1.37
6806,253,300,1.1857707509881423,£396.03,£1.57
4683,454,480,1.0572687224669604,£500.31,£1.10
9261,779,892,1.1450577663671374,"£1,113.54",£1.43
10543,802,882,1.0997506234413965,"£1,422.73",£1.77
13600,262,309,1.1793893129770992,£380.52,£1.45
13601,579,649,1.1208981001727116,"£1,333.94",£2.30
6032,823,995,1.2089914945321993,"£1,337.37",£1.62
4696,555,658,1.1855855855855856,"£1,451.10",£2.61
15280,182,262,1.4395604395604396,£507.07,£2.79
2604,288,341,1.1840277777777778,£398.67,£1.38
15772,248,277,1.1169354838709677,£373.56,£1.51
15284,614,681,1.1091205211726384,£723.87,£1.18
2603,509,571,1.1218074656188605,£737.04,£1.45
2606,592,657,1.1097972972972973,£623.38,£1.05
8181,182,198,1.0879120879120879,£328.48,£1.80
13606,204,228,1.1176470588235294,£599.77,£2.94
9256,692,745,1.0765895953757225,"£1,010.19",£1.46
15282,302,363,1.2019867549668874,£297.68,£0.99
13605,127,148,1.1653543307086614,£329.74,£2.60
2600,270,334,1.2370370370370370,£414.54,£1.54
10544,724,927,1.2803867403314917,"£1,175.05",£1.62
4694,104,119,1.1442307692307692,£211.12,£2.03
13607,390,433,1.1102564102564103,£618.34,£1.59
4691,687,811,1.1804949053857351,"£1,595.92",£2.32
16195,522,639,1.2241379310344828,£688.68,£1.32
2623,720,832,1.1555555555555556,"£1,480.53",£2.06
6040,430,480,1.1162790697674419,£530.49,£1.23
15773,147,177,1.2040816326530612,£216.46,£1.47
2614,1122,1329,1.1844919786096257,"£1,224.53",£1.09
2622,270,292,1.0814814814814815,£399.79,£1.48
6805,322,382,1.1863354037267081,£441.47,£1.37
10537,1092,1343,1.2298534798534799,"£1,798.71",£1.65
14663,240,336,1.4000000000000000,£351.75,£1.47
16196,344,444,1.2906976744186047,£339.05,£0.99
10538,271,307,1.1328413284132841,£485.20,£1.79
15774,164,177,1.0792682926829268,£464.02,£2.83
6042,326,484,1.4846625766871166,£966.04,£2.96
9258,473,561,1.1860465116279070,£432.44,£0.91
9264,1058,1270,1.2003780718336484,"£1,478.97",£1.40
6043,85,97,1.1411764705882353,£136.03,£1.60
11211,323,357,1.1052631578947368,"£1,074.74",£3.33
6804,365,409,1.1205479452054795,£895.42,£2.45
13618,783,955,1.2196679438058748,"£1,188.90",£1.52
8198,202,235,1.1633663366336634,£268.23,£1.33
4703,269,326,1.2118959107806691,£852.07,£3.17
2645,334,364,1.0898203592814371,£484.26,£1.45
10540,249,300,1.2048192771084337,£388.87,£1.56
11563,366,454,1.2404371584699454,£898.08,£2.45
15778,123,133,1.0813008130081301,£625.36,£5.08
11379,818,934,1.1418092909535452,£748.61,£0.92
11967,218,260,1.1926605504587156,£294.23,£1.35
9270,211,260,1.2322274881516588,£347.20,£1.65
2642,549,626,1.1402550091074681,£791.31,£1.44
14666,754,878,1.1644562334217507,"£1,021.99",£1.36
9271,307,343,1.1172638436482085,£419.16,£1.37
10549,800,928,1.1600000000000000,"£1,536.12",£1.92
2643,498,542,1.0883534136546185,£583.77,£1.17
2638,97,107,1.1030927835051546,£189.22,£1.95
10551,362,410,1.1325966850828729,£521.36,£1.44
4711,446,618,1.3856502242152466,"£1,224.16",£2.74
2636,293,435,1.4846416382252560,£528.74,£1.80
14668,312,390,1.2500000000000000,£606.26,£1.94
6811,401,476,1.1870324189526185,£455.46,£1.14
13634,752,853,1.1343085106382979,"£1,262.48",£1.68
6056,652,768,1.1779141104294479,"£1,089.35",£1.67
14670,146,155,1.0616438356164384,£238.94,£1.64
2660,912,1010,1.1074561403508772,"£1,476.43",£1.62
4709,106,132,1.2452830188679245,£140.50,£1.33
2649,395,472,1.1949367088607595,£573.21,£1.45
14671,751,811,1.0798934753661784,"£1,062.25",£1.41
2653,472,559,1.1843220338983051,£549.26,£1.16
13639,1438,1673,1.1634214186369958,"£1,912.55",£1.33
11777,6,6,1.00000000000000000000,£7.28,£1.21
11476,1005,1143,1.1373134328358209,"£1,469.70",£1.46
4715,319,405,1.2695924764890282,£733.08,£2.30
2662,503,600,1.1928429423459245,£765.63,£1.52
2657,577,645,1.1178509532062392,£451.27,£0.78
15294,376,446,1.1861702127659574,£466.47,£1.24
2669,160,209,1.3062500000000000,£278.27,£1.74
2671,1089,1245,1.1432506887052342,"£1,385.68",£1.27
13637,412,466,1.1310679611650485,£563.07,£1.37
2667,640,812,1.2687500000000000,£989.26,£1.55
2664,205,232,1.1317073170731707,£291.38,£1.42
6809,516,603,1.1686046511627907,£506.88,£0.98
11343,235,281,1.1957446808510638,£415.74,£1.77
2678,1320,1513,1.1462121212121212,"£1,644.48",£1.25
4725,614,686,1.1172638436482085,£744.35,£1.21
10554,608,628,1.0328947368421053,£781.59,£1.29
10570,1489,1916,1.2867696440564137,"£1,702.29",£1.14
6067,315,335,1.0634920634920635,£558.21,£1.77
2692,947,1104,1.1657866948257656,"£2,425.46",£2.56
13655,985,1051,1.0670050761421320,"£1,092.24",£1.11
11640,445,528,1.1865168539325843,"£1,392.85",£3.13
2695,186,242,1.3010752688172043,£328.83,£1.77
4730,156,203,1.3012820512820513,£407.03,£2.61
4724,203,235,1.1576354679802956,£318.72,£1.57
11971,206,236,1.1456310679611650,£383.60,£1.86
8207,699,830,1.1874105865522175,£881.18,£1.26
6063,863,947,1.0973348783314021,£923.84,£1.07
2684,597,756,1.2663316582914573,"£1,115.27",£1.87
16203,566,666,1.1766784452296820,"£2,448.11",£4.33
4726,682,772,1.1319648093841642,£759.69,£1.11
10557,180,218,1.2111111111111111,£304.97,£1.69
13659,202,233,1.1534653465346535,£305.90,£1.51
15302,826,1064,1.2881355932203390,"£1,476.32",£1.79
2705,1058,1137,1.0746691871455577,"£1,317.94",£1.25
6069,108,121,1.1203703703703704,£178.52,£1.65
6059,383,722,1.8851174934725849,£953.57,£2.49
10558,1891,2131,1.1269169751454257,"£1,855.89",£0.98
4745,84,111,1.3214285714285714,£138.58,£1.65
9266,224,265,1.1830357142857143,£420.56,£1.88
16205,381,444,1.1653543307086614,£395.21,£1.04
14674,173,194,1.1213872832369942,£646.21,£3.74
11609,491,591,1.2036659877800407,£690.87,£1.41
8217,303,483,1.5940594059405941,£569.04,£1.88
10564,396,503,1.2702020202020202,£466.97,£1.18
11285,1689,2266,1.3416222616933097,"£2,331.82",£1.38
2716,433,525,1.2124711316397229,£864.23,£2.00
9269,1149,1282,1.1157528285465622,"£2,380.50",£2.07
13667,86,99,1.1511627906976744,£305.22,£3.55
6070,628,709,1.1289808917197452,£700.60,£1.12
4740,687,1054,1.5342066957787482,£926.94,£1.35
4754,577,663,1.1490467937608319,£799.76,£1.39
6081,571,698,1.2224168126094571,"£1,106.99",£1.94
15308,336,356,1.0595238095238095,£406.25,£1.21
6072,466,489,1.0493562231759657,£591.78,£1.27
15310,165,218,1.3212121212121212,£375.42,£2.28
10572,368,432,1.1739130434782609,£548.84,£1.49
6083,516,621,1.2034883720930233,£947.90,£1.84
15311,289,318,1.1003460207612457,£344.89,£1.19
13684,473,542,1.1458773784355180,£640.71,£1.35
15788,657,741,1.1278538812785388,"£1,415.32",£2.15
13682,664,762,1.1475903614457831,£875.34,£1.32
6074,266,285,1.0714285714285714,£554.29,£2.08
8220,337,348,1.0326409495548961,£354.31,£1.05
6079,754,877,1.1631299734748011,"£1,863.01",£2.47
2737,428,478,1.1168224299065421,£427.82,£1.00
6073,298,548,1.8389261744966443,£491.52,£1.65
6080,783,827,1.0561941251596424,"£1,674.76",£2.14
4769,691,786,1.1374819102749638,"£1,476.47",£2.14
2744,553,640,1.1573236889692586,£782.16,£1.41
15316,450,513,1.1400000000000000,£880.65,£1.96
13694,351,443,1.2621082621082621,£321.06,£0.91
13699,470,690,1.4680851063829787,"£1,310.11",£2.79
6086,1105,1162,1.0515837104072398,"£1,843.41",£1.67
2760,221,246,1.1131221719457014,£282.61,£1.28
2764,416,468,1.1250000000000000,£542.10,£1.30
8226,502,668,1.3306772908366534,"£1,038.32",£2.07
13698,291,347,1.1924398625429553,£371.01,£1.27
2758,697,906,1.2998565279770445,£685.13,£0.98
2754,568,648,1.1408450704225352,£500.17,£0.88
4770,433,486,1.1224018475750577,£732.18,£1.69
13695,198,237,1.1969696969696970,£336.58,£1.70
13696,224,269,1.2008928571428571,£469.05,£2.09
13700,553,568,1.0271247739602170,£657.35,£1.19
2761,360,422,1.1722222222222222,£616.76,£1.71
9706,349,427,1.2234957020057307,"£1,042.14",£2.99
6089,470,1022,2.1744680851063830,£861.10,£1.83
2772,514,605,1.1770428015564202,£542.28,£1.06
14678,83,133,1.6024096385542169,£113.96,£1.37
8245,314,338,1.0764331210191083,£370.87,£1.18
9699,1391,1564,1.1243709561466571,"£2,451.47",£1.76
4776,385,426,1.1064935064935065,£839.74,£2.18
14680,245,286,1.1673469387755102,£584.22,£2.38
8248,405,472,1.1654320987654321,£768.07,£1.90
15793,174,199,1.1436781609195402,£268.69,£1.54
6097,2573,3499,1.3598911776136805,"£4,448.19",£1.73
13710,359,411,1.1448467966573816,£492.46,£1.37
10591,652,746,1.1441717791411043,£947.70,£1.45
13713,386,544,1.4093264248704663,£617.87,£1.60
2777,497,568,1.1428571428571429,"£1,013.56",£2.04
2780,195,212,1.0871794871794872,£374.95,£1.92
2782,210,245,1.1666666666666667,£297.63,£1.42
6832,343,410,1.1953352769679300,£820.45,£2.39
8251,262,356,1.3587786259541985,£247.07,£0.94
8247,673,853,1.2674591381872214,£820.60,£1.22
2784,393,462,1.1755725190839695,£558.16,£1.42
6834,176,216,1.2272727272727273,£525.73,£2.99
9285,1333,1638,1.2288072018004501,"£2,194.71",£1.65
2795,158,204,1.2911392405063291,£204.75,£1.30
2802,602,661,1.0980066445182724,£884.27,£1.47
11195,1001,1132,1.1308691308691309,"£2,035.40",£2.03
13723,714,852,1.1932773109243697,£735.07,£1.03
13718,217,245,1.1290322580645161,£518.26,£2.39
2798,675,736,1.0903703703703704,£643.96,£0.95
13727,529,628,1.1871455576559546,"£1,212.26",£2.29
4781,197,220,1.1167512690355330,£957.45,£4.86
2807,456,575,1.2609649122807018,£437.14,£0.96
9295,573,609,1.0628272251308901,£526.35,£0.92
13730,344,389,1.1308139534883721,£853.40,£2.48
13726,254,360,1.4173228346456693,£324.12,£1.28
16220,398,409,1.0276381909547739,£518.01,£1.30
9703,258,375,1.4534883720930233,£983.12,£3.81
2820,308,322,1.0454545454545455,£328.96,£1.07
4790,212,276,1.3018867924528302,£408.70,£1.93
11974,88,137,1.5568181818181818,£447.25,£5.08
13736,402,515,1.2810945273631841,£612.92,£1.52
13737,188,220,1.1702127659574468,£243.20,£1.29
8255,375,440,1.1733333333333333,£502.62,£1.34
13739,185,205,1.1081081081081081,£248.51,£1.34
2832,494,663,1.3421052631578947,£904.49,£1.83
2833,412,470,1.1407766990291262,£539.47,£1.31
4794,271,320,1.1808118081180812,£406.67,£1.50
8257,481,555,1.1538461538461538,£529.06,£1.10
15328,139,162,1.1654676258992806,£169.40,£1.22
2834,1093,1208,1.1052150045745654,"£1,498.38",£1.37
10587,354,442,1.2485875706214689,£527.56,£1.49
2837,620,855,1.3790322580645161,£660.16,£1.06
6114,780,828,1.0615384615384615,£935.45,£1.20
10590,601,716,1.1913477537437604,£989.78,£1.65
6120,563,615,1.0923623445825933,"£1,561.12",£2.77
11682,516,590,1.1434108527131783,£669.24,£1.30
6847,587,710,1.2095400340715503,£835.17,£1.42
10594,751,889,1.1837549933422104,£885.61,£1.18
13745,613,705,1.1500815660685155,£872.73,£1.42
6115,321,433,1.3489096573208723,£559.31,£1.74
4806,102,131,1.2843137254901961,£126.54,£1.24
6117,333,435,1.3063063063063063,£511.91,£1.54
8266,530,536,1.0113207547169811,£475.89,£0.90
2842,179,199,1.1117318435754190,£251.22,£1.40
4805,614,677,1.1026058631921824,£862.60,£1.40
2848,774,898,1.1602067183462532,"£1,266.64",£1.64
2852,558,689,1.2347670250896057,£692.08,£1.24
2856,457,527,1.1531728665207877,£504.05,£1.10
4801,100,162,1.6200000000000000,£199.64,£2.00
4807,591,642,1.0862944162436548,£829.60,£1.40
8275,333,389,1.1681681681681682,£379.87,£1.14
8284,1733,1935,1.1165608770917484,"£3,992.30",£2.30
6126,798,876,1.0977443609022556,£868.05,£1.09
2861,279,366,1.3118279569892473,£498.86,£1.79
4804,957,1172,1.2246603970741902,"£1,236.53",£1.29
9718,228,362,1.5877192982456140,£974.29,£4.27
8270,76,87,1.1447368421052632,£118.88,£1.56
2870,285,325,1.1403508771929825,£368.79,£1.29
13757,544,650,1.1948529411764706,£755.75,£1.39
6848,1447,1654,1.1430545957152730,"£2,221.62",£1.54
4810,709,757,1.0677009873060649,£597.75,£0.84
11387,491,545,1.1099796334012220,£697.76,£1.42
2865,258,286,1.1085271317829457,£471.63,£1.83
2862,304,363,1.1940789473684211,£438.04,£1.44
4812,402,428,1.0646766169154229,£751.23,£1.87
9297,497,554,1.1146881287726358,£586.45,£1.18
9293,162,189,1.1666666666666667,£209.22,£1.29
2874,804,998,1.2412935323383085,"£1,417.06",£1.76
10599,801,1067,1.3320848938826467,"£1,089.34",£1.36
2880,188,202,1.0744680851063830,£245.86,£1.31
2888,976,1162,1.1905737704918033,"£1,002.15",£1.03
2882,254,312,1.2283464566929134,£459.72,£1.81
8294,995,1115,1.1206030150753769,"£1,130.42",£1.14
15801,530,561,1.0584905660377358,£432.07,£0.82
15335,324,386,1.1913580246913580,£368.88,£1.14
13776,498,589,1.1827309236947791,£549.92,£1.10
2883,729,1124,1.5418381344307270,£902.97,£1.24
2897,948,1204,1.2700421940928270,£914.11,£0.96
2898,311,382,1.2282958199356913,£389.16,£1.25
13775,234,266,1.1367521367521368,£308.48,£1.32
16227,220,288,1.3090909090909091,£460.38,£2.09
8074,179,385,2.1508379888268156,£796.07,£4.45
6124,657,920,1.4003044140030441,"£1,235.15",£1.88
2899,152,183,1.2039473684210526,£222.94,£1.47
8287,553,654,1.1826401446654611,£745.38,£1.35
2892,773,962,1.2445019404915912,£645.01,£0.83
10605,586,721,1.2303754266211604,£830.56,£1.42
2901,458,486,1.0611353711790393,£600.83,£1.31
9320,1145,1310,1.1441048034934498,"£1,293.17",£1.13
4833,179,220,1.2290502793296089,£384.32,£2.15
2903,422,538,1.2748815165876777,£526.00,£1.25
13793,2638,4949,1.8760424564063685,"£6,588.65",£2.50
2905,392,541,1.3801020408163265,£500.47,£1.28
10931,482,544,1.1286307053941909,£586.20,£1.22
2906,614,721,1.1742671009771987,£791.37,£1.29
2916,381,403,1.0577427821522310,£936.18,£2.46
2923,417,456,1.0935251798561151,£478.34,£1.15
2917,307,354,1.1530944625407166,£388.36,£1.27
8307,237,260,1.0970464135021097,£364.96,£1.54
6144,113,144,1.2743362831858407,£225.42,£1.99
15339,211,282,1.3364928909952607,£309.74,£1.47
11156,257,313,1.2178988326848249,£433.95,£1.69
2922,179,235,1.3128491620111732,£483.14,£2.70
13801,629,738,1.1732909379968203,"£1,084.73",£1.72
13804,761,862,1.1327201051248357,"£1,249.49",£1.64
6856,262,302,1.1526717557251908,£574.39,£2.19
11026,1144,1468,1.2832167832167832,"£1,154.35",£1.01
10628,647,741,1.1452859350850077,£928.68,£1.44
2920,431,689,1.5986078886310905,£536.08,£1.24
2921,477,644,1.3501048218029350,£422.05,£0.88
8299,356,448,1.2584269662921348,£478.89,£1.35
13806,381,452,1.1863517060367454,"£1,135.42",£2.98
2937,341,363,1.0645161290322581,£301.45,£0.88
13807,208,211,1.0144230769230769,£197.89,£0.95
11059,231,352,1.5238095238095238,£452.75,£1.96
2928,796,1073,1.3479899497487437,"£1,284.47",£1.61
6153,553,792,1.4321880650994575,"£1,014.73",£1.83
16229,146,189,1.2945205479452055,£211.82,£1.45
10619,166,186,1.1204819277108434,£204.68,£1.23
8305,98,104,1.0612244897959184,£209.72,£2.14
9715,271,423,1.5608856088560886,"£1,323.98",£4.89
4836,513,569,1.1091617933723197,£681.89,£1.33
11284,598,687,1.1488294314381271,£944.67,£1.58
9333,615,721,1.1723577235772358,£619.06,£1.01
4848,339,398,1.1740412979351032,£591.42,£1.74
15344,150,180,1.2000000000000000,£431.11,£2.87
13826,126,146,1.1587301587301587,£364.39,£2.89
6162,439,500,1.1389521640091116,£806.04,£1.84
2982,886,1016,1.1467268623024831,£970.70,£1.10
2977,694,855,1.2319884726224784,£776.71,£1.12
2981,380,433,1.1394736842105263,£524.82,£1.38
10613,311,352,1.1318327974276527,£438.14,£1.41
9328,761,1015,1.3337713534822602,"£1,207.54",£1.59
9727,217,259,1.1935483870967742,£236.59,£1.09
8325,563,646,1.1474245115452931,£868.67,£1.54
9326,369,446,1.2086720867208672,£402.15,£1.09
14695,256,311,1.2148437500000000,£555.59,£2.17
6159,221,258,1.1674208144796380,£368.36,£1.67
6160,263,323,1.2281368821292776,£479.75,£1.82
8322,370,482,1.3027027027027027,£778.36,£2.10
9339,913,1061,1.1621029572836802,"£2,424.25",£2.66
2989,381,438,1.1496062992125984,£514.02,£1.35
2986,576,655,1.1371527777777778,£796.40,£1.38
2988,348,419,1.2040229885057471,£654.91,£1.88
9342,1317,1536,1.1662870159453303,"£1,742.09",£1.32
15813,664,717,1.0798192771084337,£993.88,£1.50
4857,562,671,1.1939501779359431,£979.81,£1.74
10965,943,1085,1.1505832449628844,"£2,015.60",£2.14
8333,699,875,1.2517882689556509,£815.12,£1.17
16231,158,183,1.1582278481012658,£195.95,£1.24
8335,272,357,1.3125000000000000,£447.60,£1.65
2994,231,350,1.5151515151515152,£586.07,£2.54
11330,359,376,1.0473537604456825,£746.41,£2.08
8336,646,744,1.1517027863777090,"£1,053.46",£1.63
13849,302,427,1.4139072847682119,£493.59,£1.63
4861,249,302,1.2128514056224900,£261.63,£1.05
13850,339,362,1.0678466076696165,£389.15,£1.15
10635,317,397,1.2523659305993691,£709.87,£2.24
11106,2227,2592,1.1638976201167490,"£3,948.49",£1.77
8326,176,194,1.1022727272727273,£215.44,£1.22
15347,467,521,1.1156316916488223,£480.98,£1.03
8338,693,878,1.2669552669552670,"£1,040.94",£1.50
4865,265,322,1.2150943396226415,£402.11,£1.52
6871,351,439,1.2507122507122507,£896.57,£2.55
8331,1316,1565,1.1892097264437690,"£1,592.26",£1.21
14700,191,274,1.4345549738219895,£949.22,£4.97
13852,213,256,1.2018779342723005,£422.18,£1.98
3003,831,979,1.1780986762936221,£824.94,£0.99
3004,431,517,1.1995359628770302,£533.46,£1.24
6170,194,221,1.1391752577319588,£384.65,£1.98
3008,697,783,1.1233859397417504,"£1,005.26",£1.44
15815,771,992,1.2866407263294423,£843.26,£1.09
10643,283,485,1.7137809187279152,£591.49,£2.09
8341,165,182,1.1030303030303030,£220.46,£1.34
4869,360,440,1.2222222222222222,£821.70,£2.28
15354,540,637,1.1796296296296296,"£1,153.35",£2.14
6177,828,1157,1.3973429951690821,"£1,469.18",£1.77
9349,1423,1550,1.0892480674631061,"£2,297.69",£1.61
16234,216,266,1.2314814814814815,£224.19,£1.04
4873,306,355,1.1601307189542484,£672.07,£2.20
6180,355,402,1.1323943661971831,£695.62,£1.96
4875,549,587,1.0692167577413479,£686.39,£1.25
3028,504,594,1.1785714285714286,£519.99,£1.03
4876,587,660,1.1243611584327087,£607.46,£1.03
3023,655,817,1.2473282442748092,£814.94,£1.24
11394,474,542,1.1434599156118143,£593.74,£1.25
13874,103,125,1.2135922330097087,£129.77,£1.26
4880,882,953,1.0804988662131519,"£1,293.55",£1.47
13868,305,319,1.0459016393442623,£555.66,£1.82
3027,226,261,1.1548672566371681,£228.97,£1.01
10657,635,741,1.1669291338582677,"£1,626.55",£2.56
4882,923,1090,1.1809317443120260,"£1,069.16",£1.16
3038,769,917,1.1924577373211964,£951.50,£1.24
13879,466,591,1.2682403433476395,£607.71,£1.30
6189,798,1069,1.3395989974937343,"£1,578.86",£1.98
15821,220,253,1.1500000000000000,£246.59,£1.12
6875,307,336,1.0944625407166124,£683.49,£2.23
8360,491,535,1.0896130346232179,£720.34,£1.47
10985,336,393,1.1696428571428571,£457.77,£1.36
13888,566,648,1.1448763250883392,£609.18,£1.08
13889,346,391,1.1300578034682081,£665.59,£1.92
9728,847,921,1.0873671782762692,"£1,317.11",£1.56
9369,792,969,1.2234848484848485,"£1,730.47",£2.18
8371,993,1185,1.1933534743202417,"£2,239.66",£2.26
4900,752,912,1.2127659574468085,£985.63,£1.31
10660,243,269,1.1069958847736626,£378.17,£1.56
13895,53,66,1.2452830188679245,£102.54,£1.93
3050,230,286,1.2434782608695652,£274.64,£1.19
14706,257,274,1.0661478599221790,£299.32,£1.16
10662,576,703,1.2204861111111111,£639.86,£1.11
3065,199,246,1.2361809045226131,£291.73,£1.47
6197,813,912,1.1217712177121771,"£1,108.84",£1.36
3066,463,547,1.1814254859611231,£575.99,£1.24
4897,688,813,1.1816860465116279,£819.04,£1.19
3054,434,466,1.0737327188940092,£431.59,£0.99
13900,573,643,1.1221640488656195,£683.79,£1.19
3064,131,149,1.1374045801526718,£503.12,£3.84
13903,295,310,1.0508474576271186,£371.91,£1.26
13908,497,586,1.1790744466800805,£914.84,£1.84
8377,191,224,1.1727748691099476,£262.83,£1.38
11843,239,276,1.1548117154811715,£255.63,£1.07
8373,314,352,1.1210191082802548,£454.78,£1.45
4895,589,666,1.1307300509337861,"£1,005.95",£1.71
13906,194,223,1.1494845360824742,£296.06,£1.53
11233,1613,2006,1.2436453812771234,"£2,796.35",£1.73
9729,660,960,1.4545454545454545,"£2,419.42",£3.67
11090,663,846,1.2760180995475113,"£1,083.52",£1.63
3076,635,770,1.2125984251968504,£952.62,£1.50
13913,773,992,1.2833117723156533,"£1,096.33",£1.42
3087,296,354,1.1959459459459459,£448.80,£1.52
10669,308,387,1.2564935064935065,£679.59,£2.21
4905,632,719,1.1376582278481013,"£1,083.24",£1.71
3092,1385,1744,1.2592057761732852,"£1,959.54",£1.41
9362,367,378,1.0299727520435967,£459.06,£1.25
9730,217,240,1.1059907834101382,£618.38,£2.85
15827,204,229,1.1225490196078431,£246.61,£1.21
11981,227,309,1.3612334801762115,£691.95,£3.05
13925,608,791,1.3009868421052632,"£1,208.38",£1.99
3096,313,529,1.6900958466453674,£528.43,£1.69
10673,829,904,1.0904704463208685,"£1,668.34",£2.01
13921,525,617,1.1752380952380952,£605.85,£1.15
9383,923,1036,1.1224268689057421,"£2,268.55",£2.46
9382,1335,1485,1.1123595505617978,"£2,250.74",£1.69
8387,771,810,1.0505836575875486,£860.20,£1.12
8388,208,248,1.1923076923076923,£304.48,£1.46
13928,304,373,1.2269736842105263,£455.88,£1.50
14711,369,474,1.2845528455284553,£856.86,£2.32
3117,531,563,1.0602636534839925,£436.20,£0.82
9380,524,620,1.1832061068702290,£982.73,£1.88
11844,32,33,1.0312500000000000,£77.63,£2.43
11008,611,714,1.1685761047463175,"£1,032.85",£1.69
13936,338,361,1.0680473372781065,£596.74,£1.77
14713,618,642,1.0388349514563107,£493.24,£0.80
13932,552,604,1.0942028985507246,£812.30,£1.47
8380,448,519,1.1584821428571429,£947.58,£2.12
6229,634,790,1.2460567823343849,£855.66,£1.35
8391,407,500,1.2285012285012285,£556.34,£1.37
8392,524,622,1.1870229007633588,£776.69,£1.48
15365,61,88,1.4426229508196721,£115.21,£1.89
15831,199,243,1.2211055276381910,£331.85,£1.67
6220,292,465,1.5924657534246575,"£1,086.97",£3.72
3122,769,939,1.2210663198959688,£866.09,£1.13
8381,650,738,1.1353846153846154,£443.40,£0.68
13935,229,269,1.1746724890829694,£444.97,£1.94
11845,105,122,1.1619047619047619,£762.50,£7.26
11846,62,95,1.5322580645161290,£119.31,£1.92
9378,620,796,1.2838709677419355,"£1,357.40",£2.19
8407,572,628,1.0979020979020979,£574.51,£1.00
4917,618,752,1.2168284789644013,£869.81,£1.41
8410,296,343,1.1587837837837838,£315.74,£1.07
14716,227,350,1.5418502202643172,£581.98,£2.56
13939,228,275,1.2061403508771930,£308.61,£1.35
6237,170,214,1.2588235294117647,£263.54,£1.55
10683,607,801,1.3196046128500824,£907.56,£1.50
6240,464,513,1.1056034482758621,£420.67,£0.91
3126,490,613,1.2510204081632653,£842.24,£1.72
3128,600,749,1.2483333333333333,£873.07,£1.46
6239,395,528,1.3367088607594937,£675.19,£1.71
3127,519,576,1.1098265895953757,£551.70,£1.06
15371,328,408,1.2439024390243902,£264.44,£0.81
10703,451,506,1.1219512195121951,£560.14,£1.24
10856,306,346,1.1307189542483660,£731.08,£2.39
13946,758,904,1.1926121372031662,"£1,001.80",£1.32
4919,542,690,1.2730627306273063,£766.13,£1.41
4922,243,297,1.2222222222222222,£887.91,£3.65
4924,572,730,1.2762237762237762,£963.14,£1.68
16254,309,372,1.2038834951456311,£460.14,£1.49
10689,376,470,1.2500000000000000,"£1,011.12",£2.69
9735,545,670,1.2293577981651376,£698.97,£1.28
14719,779,891,1.1437740693196406,"£1,288.26",£1.65
3139,681,973,1.4287812041116006,"£1,371.68",£2.01
11784,110,115,1.0454545454545455,£826.07,£7.51
6235,274,299,1.0912408759124088,£396.55,£1.45
