customer_number,fruit_veg,dairy,confectionary,grocery_food,grocery_health_pets,bakery,newspapers_magazines,prepared_meals,soft_drinks,frozen,meat,tobacco,drinks,deli,world_foods,lottery,cashpoint,seasonal_gifting,discount_bakery,practical_items
13551,£9.19,£29.11,£5.18,£8.84,£2.34,£0.00,£0.00,£9.96,£0.00,£12.25,£19.34,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£5.10,£0.00,£0.00
12476,£1.44,£18.48,£25.35,£130.46,£106.50,£0.00,£0.00,£0.00,£1.77,£1.49,£20.56,£164.95,£0.00,£3.99,£14.24,£1.50,£10.00,£55.67,£20.29,£3.40
71,£195.01,£58.85,£222.11,£176.19,£129.99,£0.00,£14.07,£0.49,£51.15,£30.32,£141.86,£0.00,£100.21,£6.82,£6.64,£0.00,£0.00,£2.51,£4.44,£2.79
896,£70.92,£29.99,£19.69,£19.57,£39.21,£0.00,£5.11,£20.40,£3.57,£9.99,£12.60,£0.00,£100.96,£0.89,£6.93,£48.00,£0.00,£3.72,£0.00,£0.00
9501,£129.27,£156.93,£77.85,£81.92,£80.59,£0.00,£21.06,£62.22,£21.04,£55.73,£9.45,£288.26,£11.90,£4.94,£15.62,£7.00,£150.00,£39.42,£0.00,£1.69
14260,£32.27,£31.12,£30.41,£99.69,£49.49,£0.00,£0.00,£22.94,£0.00,£60.79,£23.04,£0.00,£0.00,£0.00,£3.57,£0.00,£0.00,£0.00,£0.00,£0.00
13757,£17.13,£72.72,£82.03,£87.20,£86.29,£0.00,£0.00,£60.57,£59.13,£67.62,£127.68,£0.00,£11.41,£69.08,£0.00,£0.00,£0.00,£1.26,£0.00,£0.00
15135,£194.88,£76.68,£80.16,£105.90,£26.48,£0.00,£17.90,£5.10,£0.00,£14.39,£160.59,£0.96,£671.13,£9.41,£23.07,£0.00,£0.00,£3.79,£0.00,£2.12
2692,£101.61,£200.67,£84.44,£103.67,£225.69,£0.00,£62.05,£176.60,£17.37,£60.54,£121.06,"£1,035.38",£12.75,£50.01,£11.93,£14.00,£60.00,£12.42,£0.00,£0.00
10261,£110.24,£69.53,£52.25,£49.17,£122.88,£0.00,£11.45,£11.69,£61.79,£34.21,£147.13,£356.05,£103.77,£15.33,£21.90,£67.00,£10.00,£18.53,£0.00,£0.00
8245,£20.73,£28.22,£44.24,£40.03,£112.85,£0.00,£2.48,£16.06,£7.27,£39.57,£5.99,£5.80,£3.50,£10.43,£8.26,£0.00,£0.00,£1.99,£0.00,£5.95
7175,£88.55,£48.53,£46.24,£64.58,£75.13,£0.00,£2.10,£11.55,£19.29,£8.48,£79.94,£13.27,£115.83,£9.04,£5.62,£0.00,£0.00,£14.14,£0.00,£0.00
5556,£8.03,£62.81,£24.45,£44.35,£15.26,£0.00,£0.35,£24.10,£9.71,£55.71,£15.37,£13.95,£7.64,£0.00,£3.71,£0.00,£20.00,£0.00,£0.00,£0.00
3870,£2.42,£12.77,£18.03,£10.62,£52.98,£0.00,£4.82,£2.92,£20.87,£2.30,£7.67,£21.30,£0.00,£3.60,£2.63,£6.00,£30.00,£0.00,£0.00,£0.00
5498,£145.80,£70.29,£109.41,£149.47,£208.66,£0.00,£1.40,£22.72,£49.49,£25.78,£35.82,£656.68,£2.20,£0.00,£56.43,£0.00,£0.00,£6.23,£0.00,£0.00
14825,£9.01,£28.02,£2.38,£6.05,£10.37,£0.00,£19.12,£2.09,£0.00,£14.32,£5.79,£607.61,£0.00,£0.00,£2.57,£30.50,£60.00,£1.35,£0.00,£0.00
8803,£12.57,£0.00,£5.92,£1.89,£0.00,£0.00,£0.00,£6.44,£0.00,£10.47,£20.09,£0.00,£0.00,£0.00,£1.83,£0.00,£0.00,£0.00,£0.00,£0.00
935,£21.40,£73.36,£23.51,£100.64,£77.05,£0.00,£8.09,£31.56,£6.30,£4.07,£18.34,£0.00,£113.66,£65.73,£2.84,£0.00,£0.00,£0.00,£6.38,£0.00
8639,£42.64,£37.40,£23.75,£24.86,£20.80,£0.00,£39.35,£14.38,£3.34,£6.62,£45.93,£0.00,£56.17,£1.05,£3.21,£0.00,£0.00,£5.67,£0.00,£0.00
11339,£192.19,£308.19,£101.31,£197.66,£106.25,£0.00,£27.55,£0.59,£15.72,£50.38,£29.15,£66.68,£22.14,£48.67,£5.30,£4.00,£0.00,£5.97,£0.00,£1.69
12450,£28.19,£43.75,£15.02,£38.91,£34.90,£0.00,£0.00,£29.82,£33.92,£37.56,£77.66,£0.00,£69.75,£6.00,£1.45,£0.00,£115.00,£0.00,£0.00,£2.55
61,£70.18,£55.29,£46.39,£56.18,£45.71,£0.00,£5.55,£12.12,£14.87,£18.63,£121.38,£0.00,£20.65,£19.88,£16.38,£6.00,£0.00,£3.04,£0.00,£2.87
8022,£13.22,£44.58,£26.68,£36.82,£64.46,£0.00,£0.55,£9.82,£8.13,£23.89,£22.70,£0.00,£9.77,£30.68,£4.85,£0.00,£40.50,£5.02,£0.00,£0.00
4513,£29.27,£86.56,£84.73,£22.70,£94.07,£0.00,£115.93,£73.65,£53.95,£29.54,£28.63,£828.60,£488.78,£12.73,£2.47,£348.00,£5.00,£9.33,£0.00,£1.17
3839,£42.36,£127.97,£113.08,£29.89,£10.85,£0.00,£59.30,£50.66,£40.65,£58.97,£17.19,£217.61,£0.00,£49.93,£2.75,£71.40,£10.00,£10.21,£0.00,£0.00
11613,£74.91,£196.65,£227.59,£95.69,£113.99,£0.00,£23.43,£63.81,£100.67,£67.21,£98.49,£82.78,£367.41,£70.33,£25.81,£11.00,£115.00,£52.92,£0.00,£2.55
9757,£280.71,£224.19,£298.75,£210.57,£195.75,£0.00,£37.85,£190.69,£71.55,£268.39,£169.69,£0.00,£7.43,£27.86,£102.20,£73.00,£96.00,£0.00,£0.00,£1.68
3978,£92.70,£92.37,£41.54,£99.40,£129.31,£0.00,£1.13,£37.96,£24.80,£91.87,£185.37,£11.50,£0.00,£4.97,£24.86,£0.00,£45.00,£7.71,£0.00,£3.81
12008,£152.10,£30.78,£36.43,£138.18,£31.77,£0.00,£0.00,£93.06,£19.49,£68.03,£183.50,£0.00,£2.55,£0.00,£12.02,£2.00,£0.00,£0.00,£0.00,£0.84
13277,£101.67,£37.15,£5.77,£76.41,£36.96,£0.00,£0.00,£0.00,£0.00,£39.38,£125.45,£249.78,£77.96,£0.00,£0.56,£0.00,£0.00,£1.35,£0.00,£9.58
15394,£18.26,£22.45,£2.95,£3.73,£3.78,£0.00,£4.44,£2.34,£0.00,£5.88,£12.98,£0.00,£0.00,£11.80,£1.58,£0.00,£0.00,£3.40,£0.00,£0.00
2684,£36.98,£16.89,£3.00,£5.76,£11.56,£0.00,£76.26,£20.21,£1.68,£16.02,£46.23,£0.00,£808.12,£33.22,£0.00,£0.00,£0.00,£0.00,£0.00,£5.08
10481,£89.24,£47.05,£59.58,£14.31,£76.31,£0.00,£23.85,£43.37,£14.15,£37.28,£58.97,£252.47,£185.97,£35.51,£27.93,£32.00,£228.00,£1.10,£0.00,£0.00
2388,£46.99,£131.87,£81.43,£141.25,£47.30,£0.00,£0.65,£17.73,£35.74,£11.97,£17.66,£0.00,£0.00,£0.00,£2.19,£0.00,£0.00,£7.69,£0.00,£0.00
10283,£28.73,£28.76,£56.04,£36.93,£71.61,£0.00,£12.18,£45.26,£71.70,£22.30,£74.24,£99.46,£102.07,£7.37,£15.56,£36.50,£70.00,£43.24,£0.00,£4.65
12978,£67.23,£32.89,£54.73,£15.31,£42.18,£0.00,£0.00,£29.29,£16.39,£18.94,£4.08,£474.67,£96.73,£0.00,£2.77,£0.00,£0.00,£19.58,£0.00,£0.00
15960,£6.19,£12.20,£6.55,£10.47,£12.72,£0.00,£9.10,£1.00,£8.11,£7.19,£0.00,£169.24,£158.09,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00
2470,£77.81,£85.14,£26.79,£25.11,£16.62,£0.00,£6.63,£88.01,£1.77,£24.53,£113.74,£0.00,£65.08,£0.00,£4.04,£16.00,£5.88,£0.00,£0.00,£0.00
8912,£160.56,£155.56,£304.11,£281.41,£446.27,£0.00,£43.50,£184.15,£242.56,£244.78,£713.28,£94.98,£570.72,£17.53,£30.81,£10.00,£0.00,£26.88,£0.00,£17.88
3139,£284.81,£42.34,£68.85,£113.69,£183.35,£0.00,£7.47,£126.47,£36.87,£45.44,£113.91,£0.00,£244.76,£0.00,£2.78,£0.00,£0.00,£16.88,£0.00,£24.57
1969,£36.41,£46.33,£24.68,£36.38,£50.17,£0.00,£2.10,£56.13,£6.40,£3.95,£111.96,£0.00,£18.77,£18.52,£2.74,£7.00,£0.00,£0.00,£0.00,£0.00
4586,£37.47,£44.02,£53.49,£32.54,£58.73,£0.00,£27.53,£23.06,£11.41,£25.43,£51.13,£25.36,£195.11,£8.54,£11.27,£16.00,£270.00,£14.90,£0.00,£4.07
9735,£76.67,£182.15,£35.70,£80.34,£12.68,£0.00,£0.84,£23.29,£49.43,£34.52,£42.95,£13.27,£13.24,£23.44,£9.97,£2.00,£25.00,£0.00,£54.89,£0.00
13118,£113.42,£150.02,£72.93,£150.22,£104.06,£0.00,£0.00,£27.70,£8.55,£31.54,£72.36,£28.32,£23.17,£10.75,£4.66,£33.00,£0.00,£5.23,£3.47,£0.00
14539,£7.15,£28.06,£29.79,£146.82,£3.27,£0.00,£0.78,£0.00,£0.00,£113.55,£0.00,"£1,272.29",£0.00,£11.95,£0.00,£0.00,£135.50,£0.00,£0.00,£0.00
7460,£17.59,£56.87,£60.39,£74.87,£196.69,£0.00,£2.28,£212.82,£42.20,£65.69,£13.46,£27.99,£6.37,£39.34,£10.50,£0.00,£10.00,£8.51,£0.00,£0.84
4084,£26.87,£28.62,£36.14,£51.07,£15.88,£0.00,£22.80,£12.53,£10.76,£11.24,£13.93,£4.17,£0.00,£1.90,£15.81,£22.00,£0.00,£1.27,£0.00,£0.00
3579,£80.64,£122.34,£56.10,£23.24,£14.20,£0.00,£11.84,£108.53,£102.40,£78.18,£106.17,£0.00,£11.05,£6.55,£25.56,£0.00,£0.00,£0.00,£0.00,£0.00
7991,£30.77,£14.60,£74.81,£34.95,£49.96,£0.00,£7.29,£28.31,£8.83,£2.72,£13.97,£0.00,£10.20,£12.05,£7.32,£0.00,£0.00,£0.00,£0.00,£2.12
11140,£187.36,£98.40,£18.19,£19.24,£43.05,£0.00,£56.10,£9.61,£1.22,£20.64,£84.08,£224.20,£8.66,£1.34,£3.93,£38.50,£55.00,£1.83,£0.00,£1.69
5943,£58.16,£11.10,£34.48,£27.25,£4.04,£0.00,£7.70,£29.82,£15.35,£9.47,£4.27,£86.26,£68.93,£0.00,£2.57,£1.00,£0.00,£0.00,£0.00,£0.00
3702,£161.91,£31.39,£157.90,£172.12,£386.90,£0.00,£19.20,£7.85,£61.99,£67.62,£45.45,£15.32,£0.00,£0.00,£0.98,£0.00,£0.00,£18.35,£24.19,£6.74
6945,£7.40,£69.60,£2.34,£126.17,£9.30,£0.00,£5.70,£9.97,£5.05,£15.74,£13.50,£49.29,£364.89,£1.38,£0.00,£3.00,£0.00,£0.00,£0.00,£0.00
8380,£117.40,£43.58,£24.31,£54.96,£41.86,£0.00,£3.60,£123.03,£18.03,£63.85,£138.80,£0.00,£275.27,£10.69,£4.04,£0.00,£0.00,£0.00,£0.00,£0.00
4207,£61.04,£75.26,£65.41,£99.01,£31.11,£0.00,£2.81,£78.84,£9.20,£24.98,£50.66,£88.72,£0.00,£0.79,£46.87,£0.00,£10.00,£0.00,£0.00,£0.00
2649,£49.93,£60.35,£25.86,£39.15,£19.39,£0.00,£12.07,£14.91,£27.05,£14.78,£24.57,£0.00,£0.00,£0.00,£39.21,£79.00,£135.00,£0.00,£0.00,£0.00
9342,£150.08,£231.70,£113.12,£117.24,£208.86,£0.00,£143.05,£72.84,£128.59,£116.46,£228.45,£2.18,£10.21,£36.36,£22.89,£7.00,£0.00,£9.07,£45.23,£3.40
5625,£66.26,£108.43,£88.56,£116.37,£54.57,£0.00,£18.36,£157.66,£30.00,£45.69,£19.48,£10.07,£22.10,£0.00,£11.74,£26.00,£73.00,£9.63,£0.00,£0.00
5501,£87.35,£82.78,£100.64,£29.74,£47.23,£0.00,£88.60,£54.79,£6.14,£52.78,£14.71,£64.52,£684.49,£0.00,£1.48,£1.00,£0.00,£0.00,£0.00,£2.12
2604,£51.60,£37.50,£63.20,£28.95,£75.71,£0.00,£6.15,£18.75,£16.56,£14.82,£19.00,£0.00,£7.48,£3.50,£6.11,£0.00,£0.00,£0.00,£21.02,£2.97
11191,£98.92,£93.83,£138.60,£100.25,£132.74,£0.00,£23.50,£54.41,£71.56,£15.55,£26.24,£19.91,£117.16,£3.24,£1.88,£0.00,£20.00,£8.46,£0.00,£2.28
15963,£17.21,£48.44,£8.26,£2.31,£3.57,£0.00,£1.20,£2.29,£0.66,£0.72,£0.00,£666.86,£0.00,£0.00,£0.00,£4.00,£100.00,£0.00,£0.00,£0.00
3830,£39.68,£56.39,£63.19,£56.18,£58.25,£0.00,£133.17,£23.95,£16.37,£35.18,£41.42,£465.96,£0.00,£11.36,£2.38,£298.00,£30.00,£0.00,£0.00,£3.40
9125,£74.36,£149.95,£8.80,£34.94,£5.75,£0.00,£1.25,£28.14,£0.66,£4.50,£46.96,£0.00,£112.48,£3.75,£19.89,£550.00,£0.00,£0.00,£0.00,£0.00
8519,£133.72,£98.77,£73.16,£107.55,£127.12,£0.00,£1.26,£27.51,£27.24,£34.15,£69.15,£0.00,£180.92,£0.00,£1.59,£0.00,£0.00,£4.25,£0.00,£0.00
3633,£13.40,£21.66,£18.05,£6.87,£14.26,£0.00,£2.25,£15.34,£11.40,£7.58,£4.93,£2.18,£1.35,£0.00,£4.16,£0.00,£0.00,£3.26,£0.00,£3.81
13962,£52.94,£160.84,£87.28,£46.47,£56.10,£0.00,£0.00,£56.66,£14.19,£18.48,£29.90,£0.00,£12.32,£0.00,£91.02,£0.00,£0.00,£19.26,£0.00,£4.07
15227,£1.45,£7.25,£11.62,£11.97,£37.37,£0.00,£0.55,£2.99,£0.00,£17.55,£3.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00
11650,£9.69,£57.68,£102.56,£35.38,£33.23,£0.00,£115.08,£30.12,£28.36,£18.53,£11.94,£21.74,£37.82,£8.51,£1.67,£22.00,£379.00,£22.56,£0.00,£2.29
4278,£44.76,£81.84,£41.29,£26.02,£22.20,£0.00,£0.80,£17.78,£40.54,£74.16,£43.92,£3.81,£0.00,£42.07,£6.86,£0.00,£0.00,£5.10,£0.00,£0.00
11466,£85.04,£113.73,£120.27,£95.65,£265.68,£0.00,£24.26,£111.47,£195.91,£22.69,£219.84,£659.93,£56.40,£4.26,£19.19,£0.00,£30.00,£4.65,£0.00,£2.53
8982,£74.30,£34.92,£13.38,£48.87,£10.39,£0.00,£11.86,£56.91,£8.47,£25.36,£32.25,£0.00,£0.00,£9.59,£12.08,£5.50,£0.00,£5.90,£0.00,£0.00
3218,£3.42,£11.06,£12.86,£29.72,£16.42,£0.00,£3.96,£0.49,£1.50,£2.51,£11.27,£0.00,£0.00,£0.00,£8.99,£0.00,£0.00,£1.69,£0.00,£0.00
1484,£98.59,£100.28,£70.32,£108.45,£44.02,£0.00,£50.37,£38.20,£5.52,£81.46,£36.07,£0.00,£263.51,£5.98,£3.48,£0.00,£0.00,£6.06,£0.00,£2.55
10165,£48.63,£84.81,£44.43,£49.89,£35.37,£0.00,£61.72,£29.57,£43.43,£65.08,£53.44,£507.76,£2.13,£22.27,£4.04,£78.00,£215.00,£1.52,£0.00,£0.00
3038,£153.16,£122.48,£115.67,£40.28,£84.89,£0.00,£74.58,£98.24,£11.88,£122.34,£50.95,£0.00,£0.00,£1.20,£5.27,£0.00,£0.00,£10.00,£0.00,£0.00
7675,£255.66,£143.28,£85.68,£184.94,£108.32,£0.00,£14.03,£48.67,£35.83,£59.20,£335.69,£0.00,£120.47,£29.94,£11.50,£0.00,£0.00,£31.03,£0.00,£5.95
13868,£58.02,£37.68,£34.28,£88.43,£13.86,£0.00,£0.00,£9.55,£21.98,£18.74,£62.69,£44.68,£36.51,£0.00,£1.44,£36.00,£81.00,£0.00,£0.00,£0.00
8388,£23.70,£22.50,£43.41,£20.40,£78.90,£0.00,£8.10,£11.74,£2.62,£14.93,£4.25,£10.58,£6.20,£1.80,£5.86,£0.00,£30.00,£2.98,£0.00,£0.00
3289,£55.51,£38.18,£63.10,£17.87,£54.50,£0.00,£6.51,£6.63,£6.60,£10.55,£10.65,£0.00,£0.00,£3.64,£6.05,£0.00,£0.00,£0.00,£0.00,£1.69
6250,£13.75,£36.60,£27.16,£6.44,£3.13,£0.00,£1.40,£7.89,£15.13,£12.57,£16.82,£192.98,£159.34,£0.00,£1.19,£0.00,£30.00,£0.00,£0.00,£0.00
11322,£60.22,£219.69,£197.94,£128.62,£108.73,£0.00,£20.10,£77.49,£100.76,£128.92,£110.40,£552.24,£6.63,£34.20,£13.12,£0.00,£125.00,£0.42,£0.00,£5.52
10945,£209.42,£157.09,£116.22,£99.20,£173.59,£0.00,£63.17,£3.69,£32.01,£72.50,£3.99,£0.00,£0.00,£35.82,£4.69,£0.00,£15.00,£5.55,£0.00,£14.42
1083,£75.54,£103.30,£33.68,£63.30,£35.91,£0.00,£9.72,£28.57,£10.56,£46.32,£43.64,£27.36,£115.96,£2.48,£18.79,£0.00,£0.00,£17.15,£0.00,£0.00
5246,£25.20,£25.26,£30.95,£14.63,£26.84,£0.00,£10.27,£15.78,£46.35,£15.67,£1.99,£210.84,£310.24,£0.00,£1.57,£1.00,£0.00,£0.00,£0.00,£0.00
12573,£33.42,£33.36,£47.86,£62.29,£29.68,£0.00,£0.00,£22.74,£12.03,£4.89,£23.46,£0.00,£23.68,£0.00,£4.03,£0.00,£0.00,£0.00,£1.25,£0.00
6759,£174.75,£199.42,£238.90,£236.28,£374.32,£0.00,£82.40,£63.11,£103.02,£216.20,£133.84,£0.00,£35.55,£12.21,£0.00,£0.00,£0.00,£11.81,£0.00,£8.63
12357,£260.39,£219.85,£208.30,£88.26,£128.37,£0.00,£0.00,£15.67,£313.93,£66.78,£66.19,£2.14,£33.68,£36.01,£1.01,£0.00,£0.00,£3.46,£0.00,£0.00
10549,£56.94,£78.22,£189.10,£31.94,£105.04,£0.00,£19.29,£41.03,£53.03,£28.63,£44.41,£530.23,£11.22,£21.33,£14.67,£147.00,£128.00,£6.09,£0.00,£0.00
2798,£124.24,£109.89,£46.58,£27.47,£41.98,£0.00,£37.31,£46.64,£16.80,£60.04,£54.68,£0.00,£0.00,£18.97,£2.38,£0.00,£0.00,£1.33,£0.00,£5.22
1770,£23.95,£12.73,£50.54,£31.65,£34.91,£0.00,£0.82,£64.53,£3.20,£65.00,£44.17,£0.00,£0.00,£6.31,£7.22,£0.00,£0.00,£2.98,£0.00,£0.00
4740,£46.12,£172.44,£46.23,£35.59,£5.60,£0.00,£19.05,£21.32,£71.46,£153.22,£57.95,£4.41,£0.00,£23.94,£125.64,£0.00,£0.00,£0.00,£0.00,£0.00
10557,£37.01,£41.73,£26.25,£15.14,£6.35,£0.00,£0.35,£46.14,£0.79,£3.29,£87.94,£0.00,£0.00,£6.69,£5.89,£4.00,£0.00,£4.20,£0.00,£0.00
2110,£6.97,£25.18,£32.11,£14.38,£8.95,£0.00,£3.36,£16.03,£7.09,£6.13,£6.98,£0.00,£7.65,£46.95,£0.00,£0.00,£0.00,£1.23,£0.00,£0.00
10818,£165.87,£133.72,£38.69,£68.31,£63.42,£0.00,£48.20,£32.17,£25.04,£48.23,£137.95,£143.65,£19.05,£68.87,£41.18,£60.00,£110.00,£5.96,£4.72,£0.00
8841,£119.65,£134.25,£134.82,£217.14,£151.11,£0.00,£11.90,£115.66,£35.43,£136.53,£217.15,£70.53,£3.04,£92.99,£28.53,£3.00,£0.00,£8.89,£0.00,£4.65
2566,£11.75,£15.72,£42.55,£11.16,£15.06,£0.00,£17.51,£3.04,£7.33,£8.38,£1.99,£0.00,£0.00,£0.00,£11.33,£0.00,£74.00,£5.09,£0.00,£1.52
13056,£9.07,£1.05,£5.45,£13.08,£4.15,£0.00,£0.00,£2.63,£2.19,£0.00,£0.00,£0.00,£704.24,£1.10,£0.00,£0.00,£5.00,£1.23,£0.00,£0.00
6924,£0.89,£101.38,£106.21,£46.56,£52.40,£0.00,£25.65,£30.31,£58.99,£9.13,£48.07,£215.07,£78.93,£4.20,£0.00,£4.00,£89.00,£2.54,£0.00,£6.30
2500,£403.03,£266.71,£110.25,£285.57,£154.17,£0.00,£15.20,£47.16,£32.26,£207.55,£397.58,£0.00,£70.09,£0.00,£13.75,£0.00,£0.00,£1.77,£0.00,£9.56
11002,£50.50,£32.43,£11.21,£38.86,£12.15,£0.00,£1.30,£6.21,£4.63,£5.83,£53.33,£4.20,£37.65,£16.66,£3.26,£20.00,£82.00,£8.49,£0.00,£1.44
1731,£40.89,£69.26,£69.84,£56.77,£76.89,£0.00,£0.95,£56.56,£14.45,£74.14,£12.64,£0.00,£180.79,£11.30,£0.00,£0.00,£0.00,£3.56,£0.00,£9.26
7303,£74.30,£107.57,£38.16,£55.24,£46.51,£0.00,£17.25,£59.77,£20.99,£52.48,£57.20,£164.88,£10.72,£12.29,£4.25,£0.00,£0.00,£5.17,£0.00,£0.00
2442,£58.19,£68.34,£75.68,£21.67,£26.48,£0.00,£11.37,£17.89,£74.91,£4.90,£50.15,£0.00,£2.55,£27.62,£17.43,£0.00,£0.00,£13.24,£0.00,£0.00
5510,£84.35,£41.21,£54.07,£22.60,£63.05,£0.00,£44.98,£6.29,£47.11,£25.18,£17.62,£35.88,£109.03,£0.00,£0.00,£1.00,£0.00,£4.60,£23.01,£0.00
6089,£72.25,£54.85,£15.13,£30.02,£201.80,£0.00,£4.63,£47.28,£23.96,£5.23,£22.21,£139.96,£9.52,£0.00,£16.50,£0.00,£163.00,£0.00,£0.00,£0.00
11509,£47.00,£22.85,£31.16,£24.33,£8.65,£0.00,£12.21,£12.86,£23.57,£2.62,£74.23,£26.01,£46.82,£0.00,£4.06,£0.00,£0.00,£0.00,£0.00,£0.76
6114,£27.14,£67.63,£25.04,£15.01,£10.31,£0.00,£105.12,£10.94,£28.46,£8.33,£2.98,£332.06,£3.40,£0.00,£26.76,£56.00,£140.00,£0.00,£0.00,£0.00
10599,£72.30,£100.41,£108.13,£60.44,£61.58,£0.00,£99.29,£14.42,£38.35,£98.34,£7.60,£160.61,£152.32,£39.56,£43.32,£0.00,£0.00,£10.14,£0.00,£0.00
3756,£136.39,£152.58,£110.40,£132.65,£50.86,£0.00,£11.70,£5.44,£52.96,£22.34,£20.90,£19.85,£0.00,£0.00,£12.36,£1.00,£10.00,£0.00,£0.00,£0.00
12641,£52.00,£89.67,£71.40,£72.67,£201.83,£0.00,£0.00,£11.05,£80.64,£70.93,£75.62,£18.18,£8.50,£31.39,£3.79,£0.00,£150.00,£3.98,£0.00,£0.00
3636,£67.88,£123.79,£110.98,£128.53,£127.99,£0.00,£20.62,£45.41,£47.91,£131.59,£120.61,£398.26,£0.00,£41.22,£17.85,£0.00,£0.00,£3.68,£110.69,£2.96
11943,£18.98,£3.24,£14.48,£0.60,£0.00,£0.00,£0.76,£17.45,£5.28,£1.99,£0.00,£0.00,£0.00,£11.67,£4.54,£0.00,£0.00,£0.00,£3.73,£0.00
3759,£11.57,£8.85,£8.41,£12.78,£96.66,£0.00,£1.70,£7.32,£22.93,£8.65,£2.58,£8.55,£0.00,£8.83,£4.55,£0.00,£122.00,£1.69,£0.00,£0.00
2590,£7.59,£20.04,£20.82,£24.21,£10.95,£0.00,£3.74,£10.23,£20.82,£37.32,£24.75,£0.00,£26.37,£0.40,£2.98,£0.00,£10.00,£10.93,£0.00,£0.00
7172,£53.56,£52.18,£4.36,£16.77,£23.06,£0.00,£7.39,£7.59,£3.56,£3.98,£15.76,£0.00,£0.00,£5.02,£1.59,£0.00,£0.00,£0.00,£0.00,£0.00
7019,£33.71,£28.66,£40.84,£36.83,£48.60,£0.00,£2.25,£3.53,£2.91,£26.86,£21.93,£0.00,£0.00,£1.16,£0.91,£0.00,£0.00,£24.71,£0.00,£9.74
1805,£33.29,£43.37,£4.05,£14.10,£47.34,£0.00,£0.00,£24.60,£1.10,£14.48,£54.46,£0.00,£0.00,£33.22,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00
1254,£264.43,£136.66,£89.41,£45.39,£240.49,£0.00,£28.07,£107.15,£42.39,£16.18,£80.74,£0.00,£336.25,£0.00,£96.82,£0.00,£0.00,£4.35,£0.00,£7.44
5641,£4.92,£51.84,£31.78,£35.07,£32.24,£0.00,£43.79,£35.75,£54.21,£2.50,£21.36,£511.48,£40.49,£0.00,£26.30,£126.00,£510.00,£1.02,£0.00,£0.00
3278,£120.54,£54.30,£51.81,£127.40,£52.04,£0.00,£6.35,£22.51,£31.90,£40.42,£27.47,£0.00,£40.69,£0.00,£8.42,£0.00,£0.00,£8.07,£0.00,£0.00
14711,£16.58,£50.96,£59.18,£91.80,£106.62,£0.00,£0.40,£0.00,£26.44,£33.37,£123.02,£303.64,£0.00,£0.00,£30.19,£0.00,£0.00,£10.20,£0.00,£0.00
14495,£132.30,£93.98,£46.73,£32.05,£17.10,£0.00,£7.08,£0.00,£2.28,£1.79,£0.00,£0.43,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00
6632,£72.15,£130.43,£95.24,£106.28,£70.92,£0.00,£6.75,£80.55,£193.37,£40.16,£96.60,£483.05,£483.27,£3.80,£0.00,£6.00,£10.00,£5.08,£0.00,£2.02
15554,£13.61,£51.09,£3.29,£4.86,£2.29,£0.00,£3.35,£2.00,£26.13,£0.00,£0.00,£495.23,£0.00,£0.00,£63.36,£50.00,£0.00,£0.00,£0.00,£0.00
2370,£67.70,£65.42,£15.49,£51.68,£20.01,£0.00,£19.26,£16.17,£1.75,£11.69,£137.02,£0.00,£4.25,£1.70,£24.50,£0.00,£0.00,£1.02,£0.40,£0.00
15690,£37.75,£43.56,£4.32,£48.93,£1.57,£0.00,£1.55,£11.34,£1.70,£0.00,£51.56,£0.00,£67.86,£50.73,£0.99,£0.00,£0.00,£0.00,£0.00,£1.69
6917,£28.88,£36.78,£35.43,£31.82,£42.99,£0.00,£0.76,£25.60,£31.15,£47.57,£47.35,£7.69,£17.85,£4.54,£0.00,£0.00,£20.00,£1.52,£0.00,£1.95
11280,£71.81,£310.19,£140.76,£83.04,£252.15,£0.00,£25.24,£66.73,£41.02,£38.29,£140.17,£38.77,£10.37,£0.00,£23.26,£0.00,£150.00,£4.83,£0.00,£13.98
7158,£208.52,£104.13,£38.25,£30.03,£89.34,£0.00,£2.33,£50.24,£38.83,£46.38,£175.65,£0.00,£28.80,£49.63,£4.04,£0.00,£0.00,£0.00,£0.00,£0.00
6063,£55.25,£97.17,£63.14,£41.17,£58.85,£0.00,£99.03,£6.10,£44.91,£14.39,£30.08,£4.09,£142.60,£0.00,£0.84,£149.00,£58.00,£8.49,£0.00,£4.24
9656,£26.42,£82.27,£30.49,£59.63,£19.87,£0.00,£25.72,£80.23,£22.12,£19.85,£24.82,£67.27,£32.75,£3.30,£3.33,£31.00,£65.00,£0.00,£0.00,£0.00
16041,£13.52,£57.14,£34.85,£40.91,£54.92,£0.00,£5.50,£22.62,£3.08,£23.76,£0.00,£0.00,£0.00,£18.17,£2.03,£10.00,£142.00,£1.28,£0.00,£0.00
1437,£133.03,£104.12,£125.91,£48.76,£215.38,£0.00,£0.65,£56.10,£9.72,£250.48,£47.61,£0.00,£0.00,£10.75,£0.00,£0.00,£0.00,£0.00,£0.00,£2.78
